Membership Type,LongTrip,Lat,Long,Year,Month,Temp,TripCount,Month_Jan,Month_Feb,Month_Mar,Month_Apr,Month_May,Month_Jun,Month_Jul,Month_Aug,Month_Sep,Month_Oct,Month_Nov,Month_Dec
Walk Up,1,30.26976,-97.75316,2015,11,61.0,74,0,0,0,0,0,0,0,0,0,0,1,0
24 Hour Walk Up Pass,1,30.26256,-97.76215,2022,2,46.8,18,0,1,0,0,0,0,0,0,0,0,0,0
Local365,0,30.23949,-97.76535,2016,1,49.3,312,1,0,0,0,0,0,0,0,0,0,0,0
Local365,0,30.26235,-97.72452,2020,5,76.1,30,0,0,0,0,1,0,0,0,0,0,0,0
Local365,1,30.26976,-97.75316,2016,8,83.0,26,0,0,0,0,0,0,0,1,0,0,0,0
24 Hour Walk Up Pass,1,30.28533,-97.74652,2020,10,69.6,2,0,0,0,0,0,0,0,0,0,1,0,0
Weekender,1,30.27646,-97.7719,2017,9,78.3,16,0,0,0,0,0,0,0,0,1,0,0,0
U.T. Student Membership,0,30.28382,-97.74196,2019,12,52.6,33,0,0,0,0,0,0,0,0,0,0,0,1
Local30,0,30.28382,-97.74196,2020,8,87.0,5,0,0,0,0,0,0,0,1,0,0,0,0
Explorer,0,30.25116,-97.74908,2016,11,64.6,5,0,0,0,0,0,0,0,0,0,0,1,0
Weekender,1,30.25578,-97.73991,2016,11,64.6,23,0,0,0,0,0,0,0,0,0,0,1,0
Local365,0,30.26993,-97.74212,2017,9,78.3,60,0,0,0,0,0,0,0,0,1,0,0,0
24 Hour Walk Up Pass,1,30.27363,-97.75168,2020,7,86.5,6,0,0,0,0,0,0,1,0,0,0,0,0
Walk Up,1,30.264341,-97.740441,2015,6,79.1,131,0,0,0,0,0,1,0,0,0,0,0,0
Local365,1,30.26976,-97.75316,2018,9,80.4,16,0,0,0,0,0,0,0,0,1,0,0,0
Local30,1,30.26768,-97.74147,2017,3,67.4,15,0,0,1,0,0,0,0,0,0,0,0,0
24-Hour Kiosk (Austin B-cycle),1,30.26709,-97.73933,2014,10,71.5,212,0,0,0,0,0,0,0,0,0,1,0,0
Walk Up,0,30.27631,-97.74476,2017,11,63.9,2,0,0,0,0,0,0,0,0,0,0,1,0
Local365,0,30.26976,-97.75316,2019,2,56.0,63,0,1,0,0,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,1,30.26768,-97.74147,2019,1,50.1,9,1,0,0,0,0,0,0,0,0,0,0,0
Local30,1,30.29058,-97.7429,2019,8,87.2,4,0,0,0,0,0,0,0,1,0,0,0,0
Local30,1,30.26498,-97.7466,2019,9,85.3,2,0,0,0,0,0,0,0,0,1,0,0,0
Local30,0,30.26476,-97.73152,2017,4,70.7,42,0,0,0,1,0,0,0,0,0,0,0,0
Walk Up,1,30.2598,-97.72341,2017,11,63.9,58,0,0,0,0,0,0,0,0,0,0,1,0
Student Membership,0,30.26686,-97.74945,2021,12,62.7,6,0,0,0,0,0,0,0,0,0,0,0,1
24 Hour Walk Up Pass,0,30.26235,-97.72452,2021,3,62.4,3,0,0,1,0,0,0,0,0,0,0,0,0
Walk Up,0,30.26805,-97.7428,2017,9,78.3,54,0,0,0,0,0,0,0,0,1,0,0,0
Explorer,1,30.28533,-97.74652,2020,11,63.2,2,0,0,0,0,0,0,0,0,0,0,1,0
U.T. Student Membership,1,30.27947,-97.74479,2021,1,52.4,2,1,0,0,0,0,0,0,0,0,0,0,0
Local365,1,30.28382,-97.74196,2017,2,63.7,3,0,1,0,0,0,0,0,0,0,0,0,0
Weekender,1,30.26256,-97.76215,2015,6,79.1,5,0,0,0,0,0,1,0,0,0,0,0,0
Local365,1,30.26476,-97.73152,2022,2,46.8,33,0,1,0,0,0,0,0,0,0,0,0,0
Explorer,1,30.25627,-97.71013,2016,10,73.3,1,0,0,0,0,0,0,0,0,0,1,0,0
Explorer,0,30.26933,-97.74736,2020,8,87.0,1,0,0,0,0,0,0,0,1,0,0,0,0
Local365,0,30.27947,-97.74479,2021,11,58.4,51,0,0,0,0,0,0,0,0,0,0,1,0
Local365,0,30.25893,-97.71469,2016,6,82.0,7,0,0,0,0,0,1,0,0,0,0,0,0
Local31,0,30.28365,-97.73955,2022,2,46.8,9,0,1,0,0,0,0,0,0,0,0,0,0
Explorer,1,30.27972,-97.74232,2015,1,46.0,1,1,0,0,0,0,0,0,0,0,0,0,0
U.T. Student Membership,1,30.23949,-97.76535,2019,4,68.2,1,0,0,0,1,0,0,0,0,0,0,0,0
Explorer,1,30.25116,-97.74908,2017,8,84.4,3,0,0,0,0,0,0,0,1,0,0,0,0
Explorer,0,30.26458,-97.75716,2017,9,78.3,1,0,0,0,0,0,0,0,0,1,0,0,0
Explorer,0,30.25866,-97.74848,2017,11,63.9,2,0,0,0,0,0,0,0,0,0,0,1,0
Local30,1,30.25578,-97.73991,2018,9,80.4,6,0,0,0,0,0,0,0,0,1,0,0,0
U.T. Student Membership,0,30.28668,-97.7448,2019,9,85.3,202,0,0,0,0,0,0,0,0,1,0,0,0
Local365,0,30.25218,-97.7487,2019,4,68.2,22,0,0,0,1,0,0,0,0,0,0,0,0
Explorer,0,30.26396,-97.73363,2017,3,67.4,8,0,0,1,0,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,0,30.26768,-97.74147,2020,2,52.5,5,0,1,0,0,0,0,0,0,0,0,0,0
Weekender,0,30.28585,-97.74182,2017,9,78.3,5,0,0,0,0,0,0,0,0,1,0,0,0
24-Hour Kiosk (Austin B-cycle),1,30.27633,-97.7412,2014,3,56.7,89,0,0,1,0,0,0,0,0,0,0,0,0
Walk Up,1,30.26458,-97.75716,2015,1,46.0,324,1,0,0,0,0,0,0,0,0,0,0,0
Local365,1,30.264299,-97.744202,2018,8,86.6,7,0,0,0,0,0,0,0,1,0,0,0,0
Local30,0,30.26979,-97.7308,2019,8,87.2,2,0,0,0,0,0,0,0,1,0,0,0,0
Local30,1,30.26871,-97.72795,2015,11,61.0,5,0,0,0,0,0,0,0,0,0,0,1,0
Walk Up,1,30.25218,-97.7487,2018,3,64.7,196,0,0,1,0,0,0,0,0,0,0,0,0
Local30,1,30.26458,-97.75716,2016,6,82.0,9,0,0,0,0,0,1,0,0,0,0,0,0
Walk Up,0,30.2603,-97.71864,2017,1,55.4,4,1,0,0,0,0,0,0,0,0,0,0,0
Local365,0,30.26873,-97.74521,2016,11,64.6,79,0,0,0,0,0,0,0,0,0,0,1,0
Local365,1,30.26768,-97.74147,2020,7,86.5,4,0,0,0,0,0,0,1,0,0,0,0,0
Student Membership,1,30.26386,-97.76365,2021,4,65.2,4,0,0,0,1,0,0,0,0,0,0,0,0
U.T. Student Membership,0,30.28382,-97.74196,2019,4,68.2,342,0,0,0,1,0,0,0,0,0,0,0,0
Weekender,1,30.26458,-97.75716,2016,9,80.5,15,0,0,0,0,0,0,0,0,1,0,0,0
24-Hour Kiosk (Austin B-cycle),1,30.28585,-97.74182,2014,2,52.0,98,0,1,0,0,0,0,0,0,0,0,0,0
Weekender,0,30.26924,-97.73968,2016,8,83.0,1,0,0,0,0,0,0,0,1,0,0,0,0
Local31,1,30.27363,-97.75168,2022,1,47.2,13,1,0,0,0,0,0,0,0,0,0,0,0
Weekender,1,30.25627,-97.71013,2017,3,67.4,8,0,0,1,0,0,0,0,0,0,0,0,0
Local30,0,30.26619,-97.743477,2017,6,83.4,70,0,0,0,0,0,1,0,0,0,0,0,0
Walk Up,1,30.27267,-97.74083,2017,4,70.7,287,0,0,0,1,0,0,0,0,0,0,0,0
Weekender,1,30.26708,-97.75014,2017,3,67.4,17,0,0,1,0,0,0,0,0,0,0,0,0
Explorer,0,30.26805,-97.7428,2017,10,68.7,2,0,0,0,0,0,0,0,0,0,1,0,0
24-Hour Kiosk (Austin B-cycle),0,30.26074,-97.75784,2014,10,71.5,245,0,0,0,0,0,0,0,0,0,1,0,0
Explorer,1,30.27363,-97.75168,2020,3,67.5,13,0,0,1,0,0,0,0,0,0,0,0,0
24-Hour Kiosk (Austin B-cycle),0,30.26619,-97.743477,2014,2,52.0,90,0,1,0,0,0,0,0,0,0,0,0,0
Explorer,1,30.27631,-97.74476,2017,7,86.9,4,0,0,0,0,0,0,1,0,0,0,0,0
Weekender,1,30.24329,-97.72277,2018,8,86.6,3,0,0,0,0,0,0,0,1,0,0,0,0
Explorer,1,30.26979,-97.7308,2019,5,77.3,2,0,0,0,0,1,0,0,0,0,0,0,0
Explorer,1,30.2425,-97.71722,2021,2,47.4,17,0,1,0,0,0,0,0,0,0,0,0,0
Explorer,0,30.23949,-97.76535,2017,5,75.5,13,0,0,0,0,1,0,0,0,0,0,0,0
24-Hour Kiosk (Austin B-cycle),0,30.26256,-97.76215,2014,3,56.7,37,0,0,1,0,0,0,0,0,0,0,0,0
Local365,1,30.26805,-97.7428,2018,3,64.7,9,0,0,1,0,0,0,0,0,0,0,0,0
Weekender,1,30.264341,-97.740441,2015,11,61.0,3,0,0,0,0,0,0,0,0,0,0,1,0
Explorer,1,30.26768,-97.74147,2017,4,70.7,6,0,0,0,1,0,0,0,0,0,0,0,0
Local365,0,30.27633,-97.7412,2017,9,78.3,6,0,0,0,0,0,0,0,0,1,0,0,0
Local30,1,30.25578,-97.73991,2015,2,49.2,2,0,1,0,0,0,0,0,0,0,0,0,0
Local30,0,30.25891,-97.74624,2019,2,56.0,11,0,1,0,0,0,0,0,0,0,0,0,0
Local365,0,30.26993,-97.74212,2020,9,77.0,9,0,0,0,0,0,0,0,0,1,0,0,0
24-Hour Kiosk (Austin B-cycle),0,30.26182,-97.73889,2014,6,81.8,6,0,0,0,0,0,1,0,0,0,0,0,0
24 Hour Walk Up Pass,0,30.26768,-97.74147,2020,8,87.0,4,0,0,0,0,0,0,0,1,0,0,0,0
Student Membership,1,30.26708,-97.75014,2021,6,80.3,12,0,0,0,0,0,1,0,0,0,0,0,0
Walk Up,1,30.2601,-97.70949,2016,8,83.0,4,0,0,0,0,0,0,0,1,0,0,0,0
Local365,0,30.28347,-97.73743,2019,7,84.2,10,0,0,0,0,0,0,1,0,0,0,0,0
Local365,1,30.2642,-97.73294,2015,8,84.2,18,0,0,0,0,0,0,0,1,0,0,0,0
Local365,1,30.23949,-97.76535,2017,10,68.7,14,0,0,0,0,0,0,0,0,0,1,0,0
Local31,0,30.26686,-97.74945,2022,1,47.2,7,1,0,0,0,0,0,0,0,0,0,0,0
Local365,1,30.26719,-97.74695,2015,7,83.1,9,0,0,0,0,0,0,1,0,0,0,0,0
U.T. Student Membership,1,30.26709,-97.73933,2020,8,87.0,1,0,0,0,0,0,0,0,1,0,0,0,0
Local365,0,30.26933,-97.74736,2022,2,46.8,7,0,1,0,0,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,0,30.26011,-97.73829,2018,11,55.8,12,0,0,0,0,0,0,0,0,0,0,1,0
Local365,1,30.28668,-97.7448,2021,7,80.8,40,0,0,0,0,0,0,1,0,0,0,0,0
24 Hour Walk Up Pass,0,30.26386,-97.76365,2021,7,80.8,4,0,0,0,0,0,0,1,0,0,0,0,0
Weekender,1,30.26976,-97.75316,2017,8,84.4,18,0,0,0,0,0,0,0,1,0,0,0,0
Weekender,1,30.26805,-97.7428,2017,12,50.4,7,0,0,0,0,0,0,0,0,0,0,0,1
Weekender,0,30.26805,-97.7428,2017,8,84.4,6,0,0,0,0,0,0,0,1,0,0,0,0
Explorer,1,30.26396,-97.73363,2020,9,77.0,8,0,0,0,0,0,0,0,0,1,0,0,0
Explorer,1,30.26976,-97.75316,2015,3,58.2,4,0,0,1,0,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,0,30.26024,-97.77379,2021,3,62.4,3,0,0,1,0,0,0,0,0,0,0,0,0
Local365,0,30.26924,-97.73968,2018,10,69.5,7,0,0,0,0,0,0,0,0,0,1,0,0
Explorer,0,30.26498,-97.7466,2016,6,82.0,5,0,0,0,0,0,1,0,0,0,0,0,0
Local30,1,30.26708,-97.75014,2019,7,84.2,8,0,0,0,0,0,0,1,0,0,0,0,0
Local30,1,30.26768,-97.74147,2020,8,87.0,4,0,0,0,0,0,0,0,1,0,0,0,0
Local30,1,30.26873,-97.74521,2018,8,86.6,3,0,0,0,0,0,0,0,1,0,0,0,0
Local30,1,30.26708,-97.75014,2019,3,58.6,3,0,0,1,0,0,0,0,0,0,0,0,0
Walk Up,1,30.27267,-97.74083,2017,12,50.4,154,0,0,0,0,0,0,0,0,0,0,0,1
Local365,1,30.2603,-97.71864,2015,6,79.1,18,0,0,0,0,0,1,0,0,0,0,0,0
U.T. Student Membership,0,30.2425,-97.71722,2021,7,80.8,1,0,0,0,0,0,0,1,0,0,0,0,0
Explorer,1,30.268999,-97.766563,2018,11,55.8,12,0,0,0,0,0,0,0,0,0,0,1,0
Local365,1,30.26043,-97.73935,2019,7,84.2,2,0,0,0,0,0,0,1,0,0,0,0,0
U.T. Student Membership,1,30.26458,-97.75716,2019,8,87.2,3,0,0,0,0,0,0,0,1,0,0,0,0
Explorer,1,30.28978,-97.74026,2020,6,81.5,2,0,0,0,0,0,1,0,0,0,0,0,0
Local30,0,30.268999,-97.766563,2015,9,80.5,4,0,0,0,0,0,0,0,0,1,0,0,0
Explorer,0,30.268999,-97.766563,2017,10,68.7,4,0,0,0,0,0,0,0,0,0,1,0,0
Explorer,0,30.26011,-97.73829,2020,12,52.4,2,0,0,0,0,0,0,0,0,0,0,0,1
Explorer,1,30.25792,-97.73911,2015,9,80.5,3,0,0,0,0,0,0,0,0,1,0,0,0
Local365,1,30.28382,-97.74196,2018,2,55.5,3,0,1,0,0,0,0,0,0,0,0,0,0
Local365,0,30.26993,-97.74212,2017,6,83.4,90,0,0,0,0,0,1,0,0,0,0,0,0
Walk Up,0,30.264341,-97.740441,2017,4,70.7,67,0,0,0,1,0,0,0,0,0,0,0,0
Local365,1,30.26204,-97.76143,2018,8,86.6,4,0,0,0,0,0,0,0,1,0,0,0,0
24 Hour Walk Up Pass,0,30.25116,-97.74908,2022,1,47.2,1,1,0,0,0,0,0,0,0,0,0,0,0
Explorer,1,30.26887,-97.72432,2021,12,62.7,2,0,0,0,0,0,0,0,0,0,0,0,1
Walk Up,1,30.26805,-97.7428,2017,5,75.5,96,0,0,0,0,1,0,0,0,0,0,0,0
Local30,0,30.25866,-97.74848,2016,5,73.5,23,0,0,0,0,1,0,0,0,0,0,0,0
Explorer,0,30.26011,-97.73829,2017,1,55.4,1,1,0,0,0,0,0,0,0,0,0,0,0
Weekender,0,30.26709,-97.73933,2016,9,80.5,3,0,0,0,0,0,0,0,0,1,0,0,0
Local365,1,30.26976,-97.75316,2015,10,71.9,44,0,0,0,0,0,0,0,0,0,1,0,0
Local30,0,30.26539,-97.74801,2015,8,84.2,118,0,0,0,0,0,0,0,1,0,0,0,0
Local365,0,30.2603,-97.71864,2015,5,74.0,54,0,0,0,0,1,0,0,0,0,0,0,0
Explorer,0,30.268999,-97.766563,2022,1,47.2,3,1,0,0,0,0,0,0,0,0,0,0,0
U.T. Student Membership,0,30.27631,-97.74476,2018,2,55.5,14,0,1,0,0,0,0,0,0,0,0,0,0
Walk Up,1,30.27329,-97.73821,2015,9,80.5,87,0,0,0,0,0,0,0,0,1,0,0,0
Weekender,0,30.25116,-97.74908,2016,8,83.0,14,0,0,0,0,0,0,0,1,0,0,0,0
Local30,1,30.268999,-97.766563,2016,5,73.5,3,0,0,0,0,1,0,0,0,0,0,0,0
24 Hour Walk Up Pass,0,30.26993,-97.74212,2019,9,85.3,3,0,0,0,0,0,0,0,0,1,0,0,0
U.T. Student Membership,0,30.26805,-97.7428,2019,5,77.3,8,0,0,0,0,1,0,0,0,0,0,0,0
Local365,0,30.26291,-97.75765,2015,2,49.2,43,0,1,0,0,0,0,0,0,0,0,0,0
Explorer,1,30.26024,-97.77379,2020,3,67.5,4,0,0,1,0,0,0,0,0,0,0,0,0
Local30,1,30.26498,-97.7466,2018,8,86.6,19,0,0,0,0,0,0,0,1,0,0,0,0
Local365,0,30.23949,-97.76535,2016,6,82.0,202,0,0,0,0,0,1,0,0,0,0,0,0
Walk Up,1,30.28585,-97.74182,2017,1,55.4,89,1,0,0,0,0,0,0,0,0,0,0,0
24-Hour Kiosk (Austin B-cycle),1,30.25627,-97.71013,2014,9,79.4,11,0,0,0,0,0,0,0,0,1,0,0,0
Local365,0,30.26043,-97.73935,2021,11,58.4,20,0,0,0,0,0,0,0,0,0,0,1,0
Local365,0,30.260241,-97.753822,2016,8,83.0,101,0,0,0,0,0,0,0,1,0,0,0,0
Local365,0,30.26708,-97.75014,2018,2,55.5,107,0,1,0,0,0,0,0,0,0,0,0,0
Local365,1,30.25627,-97.71013,2015,2,49.2,15,0,1,0,0,0,0,0,0,0,0,0,0
Weekender,1,30.268999,-97.766563,2018,4,64.8,38,0,0,0,1,0,0,0,0,0,0,0,0
Local30,0,30.27972,-97.74232,2018,10,69.5,13,0,0,0,0,0,0,0,0,0,1,0,0
Walk Up,0,30.26539,-97.74801,2014,12,53.3,33,0,0,0,0,0,0,0,0,0,0,0,1
Weekender,1,30.26539,-97.74801,2018,7,86.2,1,0,0,0,0,0,0,1,0,0,0,0,0
Local31,0,30.26396,-97.73363,2021,3,62.4,41,0,0,1,0,0,0,0,0,0,0,0,0
Weekender,0,30.27633,-97.7412,2015,9,80.5,4,0,0,0,0,0,0,0,0,1,0,0,0
24 Hour Walk Up Pass,1,30.26686,-97.74945,2020,10,69.6,15,0,0,0,0,0,0,0,0,0,1,0,0
Local365,0,30.28947,-97.73681,2019,8,87.2,16,0,0,0,0,0,0,0,1,0,0,0,0
Weekender,0,30.260241,-97.753822,2017,6,83.4,11,0,0,0,0,0,1,0,0,0,0,0,0
Walk Up,1,30.26498,-97.7466,2018,1,46.6,92,1,0,0,0,0,0,0,0,0,0,0,0
Weekender,1,30.28585,-97.74182,2017,6,83.4,29,0,0,0,0,0,1,0,0,0,0,0,0
Local365,1,30.260241,-97.753822,2018,1,46.6,21,1,0,0,0,0,0,0,0,0,0,0,0
Local365,0,30.26498,-97.7466,2022,2,46.8,32,0,1,0,0,0,0,0,0,0,0,0,0
Weekender,1,30.264341,-97.740441,2015,9,80.5,3,0,0,0,0,0,0,0,0,1,0,0,0
Walk Up,0,30.27267,-97.74083,2017,5,75.5,78,0,0,0,0,1,0,0,0,0,0,0,0
Explorer,1,30.26979,-97.7308,2020,1,54.8,8,1,0,0,0,0,0,0,0,0,0,0,0
Local30,1,30.25578,-97.73991,2016,9,80.5,27,0,0,0,0,0,0,0,0,1,0,0,0
Local30,0,30.26979,-97.7308,2020,6,81.5,1,0,0,0,0,0,1,0,0,0,0,0,0
U.T. Student Membership,0,30.27363,-97.75168,2021,1,52.4,3,1,0,0,0,0,0,0,0,0,0,0,0
Local365,0,30.264341,-97.740441,2017,4,70.7,73,0,0,0,1,0,0,0,0,0,0,0,0
Local30,1,30.26979,-97.7308,2019,3,58.6,6,0,0,1,0,0,0,0,0,0,0,0,0
Weekender,0,30.25891,-97.74624,2018,5,79.2,31,0,0,0,0,1,0,0,0,0,0,0,0
Local365,1,30.26396,-97.73363,2015,4,69.5,9,0,0,0,1,0,0,0,0,0,0,0,0
Local365,1,30.26458,-97.75716,2020,3,67.5,34,0,0,1,0,0,0,0,0,0,0,0,0
Local365,0,30.27267,-97.74083,2016,7,86.4,33,0,0,0,0,0,0,1,0,0,0,0,0
Weekender,1,30.27646,-97.7719,2016,5,73.5,5,0,0,0,0,1,0,0,0,0,0,0,0
U.T. Student Membership,0,30.26976,-97.75316,2019,1,50.1,21,1,0,0,0,0,0,0,0,0,0,0,0
Explorer,0,30.26498,-97.7466,2020,7,86.5,5,0,0,0,0,0,0,1,0,0,0,0,0
Local31,0,30.28947,-97.73681,2021,3,62.4,3,0,0,1,0,0,0,0,0,0,0,0,0
Student Membership,1,30.28365,-97.73955,2022,1,47.2,16,1,0,0,0,0,0,0,0,0,0,0,0
Walk Up,1,30.25893,-97.71469,2015,10,71.9,46,0,0,0,0,0,0,0,0,0,1,0,0
Local365,1,30.2603,-97.71864,2015,1,46.0,19,1,0,0,0,0,0,0,0,0,0,0,0
Explorer,1,30.25866,-97.74848,2018,7,86.2,4,0,0,0,0,0,0,1,0,0,0,0,0
Weekender,0,30.25866,-97.74848,2015,10,71.9,31,0,0,0,0,0,0,0,0,0,1,0,0
24 Hour Walk Up Pass,0,30.26708,-97.75014,2021,10,71.4,4,0,0,0,0,0,0,0,0,0,1,0,0
Weekender,0,30.26979,-97.7308,2015,5,74.0,4,0,0,0,0,1,0,0,0,0,0,0,0
Walk Up,0,30.26993,-97.74212,2015,10,71.9,54,0,0,0,0,0,0,0,0,0,1,0,0
Local365,1,30.26386,-97.76365,2020,12,52.4,12,0,0,0,0,0,0,0,0,0,0,0,1
Explorer,1,30.25578,-97.73991,2018,3,64.7,25,0,0,1,0,0,0,0,0,0,0,0,0
Explorer,0,30.264341,-97.740441,2017,9,78.3,2,0,0,0,0,0,0,0,0,1,0,0,0
Explorer,1,30.26976,-97.75316,2021,7,80.8,10,0,0,0,0,0,0,1,0,0,0,0,0
Local365,1,30.27363,-97.75168,2019,6,82.3,3,0,0,0,0,0,1,0,0,0,0,0,0
Explorer,1,30.268999,-97.766563,2019,2,56.0,9,0,1,0,0,0,0,0,0,0,0,0,0
Local31,1,30.27363,-97.75168,2021,5,72.4,41,0,0,0,0,1,0,0,0,0,0,0,0
Local365,0,30.25976,-97.74932,2019,2,56.0,30,0,1,0,0,0,0,0,0,0,0,0,0
U.T. Student Membership,0,30.29058,-97.7429,2020,2,52.5,53,0,1,0,0,0,0,0,0,0,0,0,0
Local30,0,30.26476,-97.73152,2018,3,64.7,34,0,0,1,0,0,0,0,0,0,0,0,0
Local365,1,30.25527,-97.71635,2017,11,63.9,7,0,0,0,0,0,0,0,0,0,0,1,0
U.T. Student Membership,0,30.26498,-97.7466,2019,4,68.2,6,0,0,0,1,0,0,0,0,0,0,0,0
U.T. Student Membership,1,30.27267,-97.74083,2019,4,68.2,12,0,0,0,1,0,0,0,0,0,0,0,0
Explorer,0,30.26386,-97.76365,2021,11,58.4,8,0,0,0,0,0,0,0,0,0,0,1,0
Walk Up,0,30.264341,-97.740441,2015,9,80.5,55,0,0,0,0,0,0,0,0,1,0,0,0
Explorer,1,30.23949,-97.76535,2017,3,67.4,14,0,0,1,0,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,1,30.25578,-97.73991,2020,9,77.0,69,0,0,0,0,0,0,0,0,1,0,0,0
Explorer,1,30.26873,-97.74521,2018,3,64.7,3,0,0,1,0,0,0,0,0,0,0,0,0
Local30,1,30.26933,-97.74736,2017,2,63.7,1,0,1,0,0,0,0,0,0,0,0,0,0
Explorer,1,30.24892,-97.74992,2017,2,63.7,2,0,1,0,0,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,1,30.264299,-97.744202,2020,1,54.8,10,1,0,0,0,0,0,0,0,0,0,0,0
24-Hour Kiosk (Austin B-cycle),0,30.26074,-97.75784,2014,5,73.0,136,0,0,0,0,1,0,0,0,0,0,0,0
24-Hour Kiosk (Austin B-cycle),0,30.27267,-97.74083,2014,11,54.1,89,0,0,0,0,0,0,0,0,0,0,1,0
Local31,1,30.26458,-97.75716,2021,4,65.2,36,0,0,0,1,0,0,0,0,0,0,0,0
Local31,1,30.25527,-97.71635,2021,8,82.2,4,0,0,0,0,0,0,0,1,0,0,0,0
Local30,1,30.26204,-97.76143,2018,10,69.5,7,0,0,0,0,0,0,0,0,0,1,0,0
Walk Up,0,30.268999,-97.766563,2016,8,83.0,59,0,0,0,0,0,0,0,1,0,0,0,0
24 Hour Walk Up Pass,0,30.26498,-97.7466,2021,11,58.4,6,0,0,0,0,0,0,0,0,0,0,1,0
Local365,0,30.27143,-97.74007,2015,11,61.0,9,0,0,0,0,0,0,0,0,0,0,1,0
Student Membership,0,30.28533,-97.74652,2021,12,62.7,510,0,0,0,0,0,0,0,0,0,0,0,1
Weekender,0,30.26458,-97.75716,2017,9,78.3,2,0,0,0,0,0,0,0,0,1,0,0,0
Local365,1,30.26933,-97.74736,2017,4,70.7,13,0,0,0,1,0,0,0,0,0,0,0,0
Student Membership,0,30.26011,-97.73829,2022,1,47.2,2,1,0,0,0,0,0,0,0,0,0,0,0
Local30,0,30.27691,-97.75156,2015,12,55.2,1,0,0,0,0,0,0,0,0,0,0,0,1
Local30,1,30.26498,-97.7466,2016,8,83.0,9,0,0,0,0,0,0,0,1,0,0,0,0
Walk Up,1,30.28382,-97.74196,2015,1,46.0,58,1,0,0,0,0,0,0,0,0,0,0,0
Walk Up,1,30.25218,-97.7487,2015,9,80.5,149,0,0,0,0,0,0,0,0,1,0,0,0
U.T. Student Membership,1,30.24329,-97.72277,2018,5,79.2,25,0,0,0,0,1,0,0,0,0,0,0,0
24 Hour Walk Up Pass,1,30.26709,-97.73933,2019,10,69.8,5,0,0,0,0,0,0,0,0,0,1,0,0
Local30,1,30.26709,-97.73933,2020,5,76.1,1,0,0,0,0,1,0,0,0,0,0,0,0
24 Hour Walk Up Pass,1,30.29058,-97.7429,2019,6,82.3,6,0,0,0,0,0,1,0,0,0,0,0,0
Local365,1,30.26204,-97.76143,2017,5,75.5,28,0,0,0,0,1,0,0,0,0,0,0,0
Local365,1,30.24329,-97.72277,2017,6,83.4,47,0,0,0,0,0,1,0,0,0,0,0,0
U.T. Student Membership,0,30.26768,-97.74147,2018,8,86.6,5,0,0,0,0,0,0,0,1,0,0,0,0
Weekender,1,30.2598,-97.72341,2015,10,71.9,10,0,0,0,0,0,0,0,0,0,1,0,0
Local31,1,30.27206,-97.73866,2020,11,63.2,7,0,0,0,0,0,0,0,0,0,0,1,0
24 Hour Walk Up Pass,1,30.26256,-97.76215,2019,2,56.0,35,0,1,0,0,0,0,0,0,0,0,0,0
Local365,1,30.26024,-97.77379,2020,12,52.4,9,0,0,0,0,0,0,0,0,0,0,0,1
Local365,1,30.27972,-97.74232,2015,11,61.0,2,0,0,0,0,0,0,0,0,0,0,1,0
Local30,0,30.28585,-97.74182,2015,10,71.9,8,0,0,0,0,0,0,0,0,0,1,0,0
Local31,1,30.26933,-97.74736,2021,3,62.4,37,0,0,1,0,0,0,0,0,0,0,0,0
Local30,1,30.28382,-97.74196,2020,8,87.0,8,0,0,0,0,0,0,0,1,0,0,0,0
Local365,0,30.26204,-97.76143,2016,1,49.3,92,1,0,0,0,0,0,0,0,0,0,0,0
Local30,0,30.264341,-97.740441,2016,5,73.5,10,0,0,0,0,1,0,0,0,0,0,0,0
Weekender,1,30.27206,-97.73866,2016,9,80.5,4,0,0,0,0,0,0,0,0,1,0,0,0
Local30,1,30.26979,-97.7308,2017,5,75.5,22,0,0,0,0,1,0,0,0,0,0,0,0
Local30,0,30.25578,-97.73991,2018,4,64.8,70,0,0,0,1,0,0,0,0,0,0,0,0
Explorer,1,30.26976,-97.75316,2020,12,52.4,11,0,0,0,0,0,0,0,0,0,0,0,1
24-Hour Kiosk (Austin B-cycle),1,30.28063,-97.73813,2014,11,54.1,119,0,0,0,0,0,0,0,0,0,0,1,0
U.T. Student Membership,0,30.27486,-97.76484,2021,3,62.4,1,0,0,1,0,0,0,0,0,0,0,0,0
Explorer,1,30.25527,-97.71635,2019,8,87.2,4,0,0,0,0,0,0,0,1,0,0,0,0
Local365,0,30.27972,-97.74232,2016,11,64.6,48,0,0,0,0,0,0,0,0,0,0,1,0
Explorer,1,30.26933,-97.74736,2017,4,70.7,1,0,0,0,1,0,0,0,0,0,0,0,0
Local30,1,30.26476,-97.73152,2018,1,46.6,3,1,0,0,0,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,1,30.26256,-97.76215,2020,11,63.2,15,0,0,0,0,0,0,0,0,0,0,1,0
Local30,0,30.27646,-97.7719,2019,4,68.2,24,0,0,0,1,0,0,0,0,0,0,0,0
